"RD_ID","유기번호","접수일","발견장소","품종","색상","나이","체중","상태","성별","중성화여부","특징","썸네일","이미지","공고시작일","공고마감일","기준일자","보호소코드"
3436,441559202201173,"20221021","백석읍 방성리 47-1 인근","알라스칸 말라뮤트","흰검","2019","18","보호중","M","N","말라뮤트혼종추정. 양귀끝살짝처짐. 코진갈색. 목주위털뭉침. 사람좋아함/얌전. 꼬리단미안됨. 털때탐.","http://www.animal.go.kr/files/shelter/2022/10/20221022131042_s.jpg","http://www.animal.go.kr/files/shelter/2022/10/20221022131042.jpg","20221024","20221103","20221108",9
3437,441559202201172,"20221021","장흥면 일대","믹스견","흰","2022","6.8","보호중","M","N","양귀처짐. 왼눈충혈. 코검정+분홍. 겁많음/엄살심함. 샴푸냄새약간. 꼬리단미안됨. 털때탐.","http://www.animal.go.kr/files/shelter/2022/10/202210221310301_s.jpg","http://www.animal.go.kr/files/shelter/2022/10/202210221310301.jpg","20221024","20221103","20221108",9
3438,411324202200575,"20221021","아리수로93다길 30 인근","믹스견","흰갈검","2018","16","종료(반환)","F","U","양귀쫑긋. 코검정. 만지려하면갑자기돌변/방어적입질/가슴쪽은만짐가능. 꼬리단미안됨. 털때탐. 칩있음.","http://www.animal.go.kr/files/shelter/2022/10/202210221410699[1]_s.jpg","http://www.animal.go.kr/files/shelter/2022/10/202210221410699[1].jpg","20221024","20221103","20221108",9
3439,411309202200355,"20221021","도봉구청인근","말티즈","흰","2012","2.4","종료(반환)","F","U","양눈백내장.혀오른쪽으로내밀고있음.부정교합.꼬리털더긺.꼬리단미안됨.털상태양호.피부질환.우측슬개골.","http://www.animal.go.kr/files/shelter/2022/10/202210211510960_s.jpg","http://www.animal.go.kr/files/shelter/2022/10/202210211510960.jpg","20221024","20221031","20221108",9
3440,411304202200721,"20221021","군자동 1-2 인근","믹스견","갈","2021","12","종료(반환)","M","N","귀쫑긋. 코검정. 검정목줄/리드줄. 꼬리끝부분살짝말림/단미안됨. 털상태양호.","http://www.animal.go.kr/files/shelter/2022/10/202210221310838_s.jpg","http://www.animal.go.kr/files/shelter/2022/10/202210221310838.jpg","20221024","20221103","20221108",9
3441,441560202201291,"20221021","소흘읍 호국로 294 인근","믹스견","갈","2012","1.9","종료(자연사)","M","Y","눈물자국. 코팥죽색. 노령. 양눈혼탁. 기력없음. 꼬리단미안됨. 털상태양호.","http://www.animal.go.kr/files/shelter/2022/10/202210221410410_s.jpg","http://www.animal.go.kr/files/shelter/2022/10/202210221410410.jpg","20221022","20221101","20221108",9
3442,441414202200871,"20221021","연천읍 차탄리 일대","셰퍼드","갈검","2020","30","종료(반환)","F","U","눈곱약간. 코피부질환. 코검정. 흰바탕+주황줄있는목줄착용. 꼬리단미안됨. 털상태양호.","http://www.animal.go.kr/files/shelter/2022/10/202210221310296_s.jpg","http://www.animal.go.kr/files/shelter/2022/10/202210221310296.jpg","20221022","20221101","20221108",9
3443,441409202201591,"20221021","풍무동 92-87 인근","믹스견","흰","2022","8.1","보호중","F","U","양귀살짝처짐. 코갈색. 겁많음. 방어적입질. 꼬리단미안됨. 털때탐.","http://www.animal.go.kr/files/shelter/2022/10/202210221310931_s.jpg","http://www.animal.go.kr/files/shelter/2022/10/202210221310931.jpg","20221022","20221101","20221108",9
3444,411317202200430,"20221021","금천구청역일대","믹스견","흰","2022","5","보호중","F","U","양귀살짝처짐. 눈곱. 코검정. 몸곳곳도깨비풀묻음. 꼬리단미안됨. 털때탐.","http://www.animal.go.kr/files/shelter/2022/10/202210221310148_s.jpg","http://www.animal.go.kr/files/shelter/2022/10/202210221310148.jpg","20221022","20221101","20221108",9
3445,411307202200377,"20221021","삼선교로16길 116 한성대학교 내","라브라도 리트리버","갈","2021","17","종료(반환)","F","U","코진갈색. 꼬리끝살짝말림/단미안됨. 사람좋아함. 털상태양호.","http://www.animal.go.kr/files/shelter/2022/10/202210221310845_s.jpg","http://www.animal.go.kr/files/shelter/2022/10/202210221310845.jpg","20221022","20221101","20221108",9
3446,411307202200376,"20221021","정릉로9라길 11 서울청덕초등학교인근","믹스견","흰","2021","5.5","보호중","M","N","오른쪽송곳니유치있음. 코검정. 초록바탕+노란줄목줄착용. 꼬리단미됨. 털때탐.","http://www.animal.go.kr/files/shelter/2022/10/202210221310737_s.jpg","http://www.animal.go.kr/files/shelter/2022/10/202210221310737.jpg","20221022","20221101","20221108",9
3447,411305202200447,"20221021","전농동 199-5 인근","믹스견","흰갈","2019","8.8","보호중","F","U","오른눈체리아이. 코검정. 귀쫑긋. 겁많음. 꼬리단미안됨. 털상태양호.","http://www.animal.go.kr/files/shelter/2022/10/202210221310198_s.jpg","http://www.animal.go.kr/files/shelter/2022/10/202210221310198.jpg","20221022","20221101","20221108",9
3452,441374202201218,"20221021","장안구 수일로 179","푸들","갈","2020","7.5","종료(반환)","M","Y","미용됨","http://www.animal.go.kr/files/shelter/2022/10/202210241310549_s.jpg","http://www.animal.go.kr/files/shelter/2022/10/202210241310549.jpg","20221024","20221103","20221108",39
3453,441374202201217,"20221021","장안구 하률로2 율전파출소","치와와","흰갈","2017","2.2","종료(반환)","F","N","순함","http://www.animal.go.kr/files/shelter/2022/10/202210241210562[1]_s.jpg","http://www.animal.go.kr/files/shelter/2022/10/202210241210562[1].jpg","20221024","20221103","20221108",39
3454,441374202201216,"20221021","팔달구 고등로59번길 19-5","푸들","갈","2019","2.5","보호중","F","U","미등록, 시력상실","http://www.animal.go.kr/files/shelter/2022/10/202210241110293_s.jpg","http://www.animal.go.kr/files/shelter/2022/10/202210241110293.jpg","20221024","20221103","20221108",39
3455,441374202201215,"20221021","장안구 상광교동 234","골든 리트리버","갈","2016","30","종료(반환)","F","U","치아마모 및 변색","http://www.animal.go.kr/files/shelter/2022/10/20221024111008_s.jpg","http://www.animal.go.kr/files/shelter/2022/10/20221024111008.jpg","20221024","20221103","20221108",39
3456,441374202201214,"20221021","장안구 월드컵로410","푸들","갈","2020","3.4","보호중","F","U","순함, 겁이 많음","http://www.animal.go.kr/files/shelter/2022/10/20221024111018_s.jpg","http://www.animal.go.kr/files/shelter/2022/10/20221024111018.jpg","20221024","20221103","20221108",39
3461,442421202200253,"20221021","동해시 느릅재길 243","믹스견","흰검","2022","2","보호중","M","N","상태양호","http://www.animal.go.kr/files/shelter/2022/10/20221022141043_s.jpg","http://www.animal.go.kr/files/shelter/2022/10/20221022141043.jpg","20221022","20221101","20221108",80
3462,442421202200252,"20221021","동해시 느릅재길 243","믹스견","흰갈","2022","2","보호중","M","N","상태양호","http://www.animal.go.kr/files/shelter/2022/10/202210221310753_s.jpg","http://www.animal.go.kr/files/shelter/2022/10/202210221310753.jpg","20221022","20221101","20221108",80
3464,431373202201410,"20221021","청량읍 대복동천로 512","믹스견","갈","2022","0.7","보호중","Q","N","어미견이 사나워서 상세촬영불가","http://www.animal.go.kr/files/shelter/2022/10/202210251110593_s.jpg","http://www.animal.go.kr/files/shelter/2022/10/202210251110593.jpg","20221025","20221104","20221108",29
3465,431373202201409,"20221021","청량읍 대복동천로 512","믹스견","갈","2022","0.7","보호중","Q","N","어미견이 사나워서 상세촬영불가","http://www.animal.go.kr/files/shelter/2022/10/20221025111078_s.jpg","http://www.animal.go.kr/files/shelter/2022/10/20221025111078.jpg","20221025","20221104","20221108",29
3466,431373202201408,"20221021","청량읍 대복동천로 512","믹스견","검","2022","0.8","보호중","Q","N","어미견이 사나워서 상세촬영불가","http://www.animal.go.kr/files/shelter/2022/10/202210251110524_s.jpg","http://www.animal.go.kr/files/shelter/2022/10/202210251110524.jpg","20221025","20221104","20221108",29
3467,431373202201407,"20221021","청량읍 대복동천로 512","믹스견","검","2022","0.7","보호중","Q","U","어미견이 사나워서 상세촬영불가","http://www.animal.go.kr/files/shelter/2022/10/20221025111010_s.jpg","http://www.animal.go.kr/files/shelter/2022/10/20221025111010.jpg","20221025","20221104","20221108",29
3468,431373202201406,"20221021","청량읍 대복동천로 512","믹스견","갈","2022","0.7","보호중","Q","N","어미견이 사나워서 상세촬영불가","http://www.animal.go.kr/files/shelter/2022/10/202210251110738_s.jpg","http://www.animal.go.kr/files/shelter/2022/10/202210251110738.jpg","20221025","20221104","20221108",29
3469,431373202201405,"20221021","청량읍 대복동천로 512","믹스견","검","2022","0.8","보호중","Q","N","어미견이 사나워서 상세촬영불가","http://www.animal.go.kr/files/shelter/2022/10/202210251010168_s.jpg","http://www.animal.go.kr/files/shelter/2022/10/202210251010168.jpg","20221025","20221104","20221108",29
3470,431373202201402,"20221021","두서면 전읍 농공길 20 KUM공장","포인터","흰검","2022","8.9","종료(자연사)","F","N","4~5개월 주황색 목테착용/순함","http://www.animal.go.kr/files/shelter/2022/10/202210241610507[1]_s.jpg","http://www.animal.go.kr/files/shelter/2022/10/202210241610507[1].jpg","20221024","20221103","20221108",29
3471,431373202201401,"20221021","청량읍 대복동천로 512","믹스견","흰갈","2019","7.5","보호중","F","N","경계심 심함","http://www.animal.go.kr/files/shelter/2022/10/202210241610742[1]_s.jpg","http://www.animal.go.kr/files/shelter/2022/10/202210241610742[1].jpg","20221024","20221103","20221108",29
3472,427345202200723,"20221021","국우 터널 입구","믹스견","갈","2019","20","보호중","M","N",".","http://www.animal.go.kr/files/shelter/2022/10/202210220910888_s.jpg","http://www.animal.go.kr/files/shelter/2022/10/202210220910888.jpg","20221022","20221101","20221108",27
3473,427344202200352,"20221021","월배로 94길 55","푸들","기타","2014","5","종료(반환)","M","Y","내장칩 등록견","http://www.animal.go.kr/files/shelter/2022/10/202210221010384_s.jpg","http://www.animal.go.kr/files/shelter/2022/10/202210221010384.jpg","20221022","20221101","20221108",27
3476,441402202200529,"20221021","둔대동 166번지부근","믹스견","흰갈","2020","15","보호중","F","U","소심함,순함,오른쪽 귀 상처","http://www.animal.go.kr/files/shelter/2022/10/202210211110391_s.jpg","http://www.animal.go.kr/files/shelter/2022/10/202210211110391.jpg","20221021","20221102","20221108",40
3478,441397202200362,"20221021","과천시청에서 인수","믹스견","갈","2020","15","보호중","F","U","젖불음,소심함,순함","http://www.animal.go.kr/files/shelter/2022/10/202210211510127_s.jpg","http://www.animal.go.kr/files/shelter/2022/10/202210211510127.jpg","20221021","20221102","20221108",40
3479,441390202200758,"20221021","광명7동 732번지 부근","믹스견","흰","2020","15","보호중","M","N","순함,낯가림,소심함","http://www.animal.go.kr/files/shelter/2022/10/202210211410247[2]_s.jpg","http://www.animal.go.kr/files/shelter/2022/10/202210211410247[2].jpg","20221021","20221102","20221108",40
3481,441399202202573,"20221021","화도읍","믹스견","검","2022","5.0","종료(자연사)","M","N","어린 강아지임.","http://www.animal.go.kr/files/shelter/2022/10/202210211110955_s.jpg","http://www.animal.go.kr/files/shelter/2022/10/202210211110955.jpg","20221021","20221031","20221108",61
3482,441399202202572,"20221021","다산동","믹스견","흰","2022","3.3","종료(자연사)","F","N","어린 강아지임.","http://www.animal.go.kr/files/shelter/2022/10/202210211110787[4]_s.jpg","http://www.animal.go.kr/files/shelter/2022/10/202210211110787[4].jpg","20221021","20221031","20221108",61
3483,441399202202571,"20221021","다산동","믹스견","흰","2019","12.0","보호중","F","U","빨강색 목줄을 착용함.","http://www.animal.go.kr/files/shelter/2022/10/202210211110103_s.jpg","http://www.animal.go.kr/files/shelter/2022/10/202210211110103.jpg","20221021","20221031","20221108",61
3484,442431202200237,"20221021","상서면 신월동로 111 부근","믹스견","흰갈","2018","10.00","보호중","F","U","온순하나 겁이 많음.","http://www.animal.go.kr/files/shelter/2022/10/202210211310327_s.jpg","http://www.animal.go.kr/files/shelter/2022/10/202210211310327.jpg","20221021","20221031","20221108",76
3486,441391202202595,"20221021","팽성읍 : 동서촌로 20-9 ","믹스견","갈검","2021","13","보호중","M","N","관리가 잘 되어있는 걸로 보아 유기 된지 얼마 되지 않은거 같음","http://www.animal.go.kr/files/shelter/2022/10/202210211710430_s.jpg","http://www.animal.go.kr/files/shelter/2022/10/202210211710430.jpg","20221021","20221031","20221108",47
3487,441391202202594,"20221021","원평동 : 신대동352-1 ","믹스견","흰","2020","16","보호중","F","N","용수로에 빠진 유기견 신고로 구조, 진흙과 톱밥으로 뒤덮인 상태","http://www.animal.go.kr/files/shelter/2022/10/20221021171073_s.jpg","http://www.animal.go.kr/files/shelter/2022/10/20221021171073.jpg","20221021","20221031","20221108",47
3488,441391202202593,"20221021","송탄동 : 칠원동 90 ","믹스견","갈검","2022","2.4","보호중","F","N","60일 추정, 귀엽고 사랑스럽다 ","http://www.animal.go.kr/files/shelter/2022/10/202210211710997_s.jpg","http://www.animal.go.kr/files/shelter/2022/10/202210211710997.jpg","20221021","20221031","20221108",47
3489,441391202202592,"20221021","송탄동 : 칠원동 90 ","믹스견","갈검","2022","2.2","보호중","F","N","60일 추정, 귀엽고 사랑스럽다 ","http://www.animal.go.kr/files/shelter/2022/10/20221021171052_s.jpg","http://www.animal.go.kr/files/shelter/2022/10/20221021171052.jpg","20221021","20221031","20221108",47
3370,426331202200504,"20221022","대연 조각공원","말티즈","흰","2018","2.4","종료(반환)","M","N","검정색 옷 착용, 동물등록 칩-(410.097.800.391.100), 흰색","http://www.animal.go.kr/files/shelter/2022/10/202210241310801_s.jpg","http://www.animal.go.kr/files/shelter/2022/10/202210241310801.jpg","20221024","20221103","20221108",90
3374,441394202202234,"20221022","장항동516-7 부근","믹스견","흰금검","2020","8","보호중","F","N","없음","http://www.animal.go.kr/files/shelter/2022/10/202210221610720[1]_s.jpg","http://www.animal.go.kr/files/shelter/2022/10/202210221610720[1].jpg","20221024","20221103","20221108",57
3376,428357202201111,"20221022","장흥리357-1 부근","믹스견","흰","2020","7.72","보호중","M","N","들개, 포악","http://www.animal.go.kr/files/shelter/2022/10/202210302310498_s.jpg","http://www.animal.go.kr/files/shelter/2022/10/202210302310498.jpg","20221030","20221109","20221108",72
3377,428357202201110,"20221022","세광 1차 아파트 정문 앞 도로변","믹스견","흰","2022","7.86","보호중","M","N","생후8개월령,교통사고로 골반골절","http://www.animal.go.kr/files/shelter/2022/10/202210302310659_s.jpg","http://www.animal.go.kr/files/shelter/2022/10/202210302310659.jpg","20221030","20221109","20221108",72
3378,411310202200596,"20221022","노원로28길 62인근","스피츠","흰","2019","6.8","종료(반환)","M","N","검정바탕+빨간글씨써진하네스착용.코검정+회색.입질/사나움/경계심함.꼬리단미안됨.털상태양호.칩있음.","http://www.animal.go.kr/files/shelter/2022/10/202210241210765_s.jpg","http://www.animal.go.kr/files/shelter/2022/10/202210241210765.jpg","20221024","20221103","20221108",58
3379,428353202201201,"20221022","남동구 남동대로777번길 9","푸들","검","2016","5","종료(반환)","M","U","주인반환","http://www.animal.go.kr/files/shelter/2022/10/202210241210881[1]_s.jpg","http://www.animal.go.kr/files/shelter/2022/10/202210241210881[1].jpg","20221024","20221103","20221108",12
3381,428351202200950,"20221022","미추홀구 용오파출소","비숑 프리제","흰","2015","5.8","보호중","F","U","겁많음.","http://www.animal.go.kr/files/shelter/2022/10/202210241310824_s.jpg","http://www.animal.go.kr/files/shelter/2022/10/202210241310824.jpg","20221024","20221103","20221108",12
3382,428351202200949,"20221022","미추홀구 도화초교옆 문방구","말티즈","흰","2017","4.2","종료(반환)","M","N","사람좋아함.순함","http://www.animal.go.kr/files/shelter/2022/10/202210241310151_s.jpg","http://www.animal.go.kr/files/shelter/2022/10/202210241310151.jpg","20221024","20221103","20221108",12
3383,427347202200674,"20221022","비슬로 2746","말티즈","흰","2018","6","종료(반환)","M","Y","하늘색 하네스 착용","http://www.animal.go.kr/files/shelter/2022/10/202210241110480_s.jpg","http://www.animal.go.kr/files/shelter/2022/10/202210241110480.jpg","20221024","20221103","20221108",27
3384,427345202200727,"20221022","칠성교 아래","푸들","갈","2011","2","종료(입양)","M","N","연노랑 패딩 착용","http://www.animal.go.kr/files/shelter/2022/10/20221024101013_s.jpg","http://www.animal.go.kr/files/shelter/2022/10/20221024101013.jpg","20221024","20221103","20221108",27
3385,441393202202049,"20221022","사동1424-2부근","믹스견","흰","2020","10","보호중","M","N","낯가림,겁이많음","http://www.animal.go.kr/files/shelter/2022/10/202210221310958_s.jpg","http://www.animal.go.kr/files/shelter/2022/10/202210221310958.jpg","20221022","20221101","20221108",40
3386,441393202202048,"20221022","상록119안전센터에서인수","믹스견","흰갈","2021","10","보호중","M","N","는곱,기운없음,오른쪽 앞다리 다침","http://www.animal.go.kr/files/shelter/2022/10/202210221310773_s.jpg","http://www.animal.go.kr/files/shelter/2022/10/202210221310773.jpg","20221022","20221101","20221108",40
3387,441393202202047,"20221022","신길로1길10 부근","믹스견","흰갈","2022","2.5","보호중","F","U","6개월추정,순함,소심함","http://www.animal.go.kr/files/shelter/2022/10/202210221310449_s.jpg","http://www.animal.go.kr/files/shelter/2022/10/202210221310449.jpg","20221022","20221101","20221108",40
3388,441393202202046,"20221022","선부119안전센터에서 인수","포메라니안","흰갈","2022","2.5","종료(기증)","M","Y","겁이많음,소심함,오른쪽 뒷다리 들고다님","http://www.animal.go.kr/files/shelter/2022/10/202210221310122_s.jpg","http://www.animal.go.kr/files/shelter/2022/10/202210221310122.jpg","20221022","20221101","20221108",40
3389,441383202200731,"20221022","범계119안전센터에서 인수","믹스견","흰","2021","12","보호중","M","N","겁이많음,삐죽이털,낯가림","http://www.animal.go.kr/files/shelter/2022/10/202210221510241_s.jpg","http://www.animal.go.kr/files/shelter/2022/10/202210221510241.jpg","20221022","20221101","20221108",40
3393,441391202202615,"20221022","청북읍 : 옥길 2길 1 마을회관 부근 ","믹스견","갈검","2022","3.2","종료(자연사)","M","N","60일 추정, 순하고 사람을 잘 따름","http://www.animal.go.kr/files/shelter/2022/10/202210221810981_s.jpg","http://www.animal.go.kr/files/shelter/2022/10/202210221810981.jpg","20221022","20221101","20221108",47
3394,441391202202614,"20221022","청북읍 : 옥길 2길 1 마을회관 부근 ","믹스견","갈검","2022","3.2","보호중","M","N","60일 추정, 순하고 사람을 잘 따름","http://www.animal.go.kr/files/shelter/2022/10/202210221810529_s.jpg","http://www.animal.go.kr/files/shelter/2022/10/202210221810529.jpg","20221022","20221101","20221108",47
3395,441391202202613,"20221022","청북읍 : 옥길 2길 1 마을회관 부근 ","믹스견","갈검","2022","3.1","보호중","M","N","60일 추정, 순하고 사람을 잘 따름","http://www.animal.go.kr/files/shelter/2022/10/202210221810284_s.jpg","http://www.animal.go.kr/files/shelter/2022/10/202210221810284.jpg","20221022","20221101","20221108",47
3396,441391202202612,"20221022","청북읍 : 옥길 2길 1 마을회관 부근 ","믹스견","갈검","2022","3","종료(자연사)","M","N","60일 추정, 순하고 사람을 잘 따름","http://www.animal.go.kr/files/shelter/2022/10/20221022181098_s.jpg","http://www.animal.go.kr/files/shelter/2022/10/20221022181098.jpg","20221022","20221101","20221108",47
3397,441391202202611,"20221022","비전1동 : 비전로 64번길 25-5 ","믹스견","금","2021","12","보호중","F","N","순하고 사람을 잘 따름","http://www.animal.go.kr/files/shelter/2022/10/202210221810999_s.jpg","http://www.animal.go.kr/files/shelter/2022/10/202210221810999.jpg","20221022","20221101","20221108",47
3398,429363202200699,"20221022","광산구 신가동","골든 리트리버","금","2017","30","종료(반환)","F","Y","22-1072 루키","http://www.animal.go.kr/files/shelter/2022/10/202210221810293_s.jpg","http://www.animal.go.kr/files/shelter/2022/10/202210221810293.jpg","20221022","20221101","20221108",26
3399,429363202200698,"20221022","광산구 월곡동","휘펫","흰갈회검","2017","10","종료(반환)","F","N","22-1070 마리, 목줄착용","http://www.animal.go.kr/files/shelter/2022/10/202210221410322_s.jpg","http://www.animal.go.kr/files/shelter/2022/10/202210221410322.jpg","20221022","20221101","20221108",26
3400,429362202201008,"20221022","북구 본촌동","믹스견","흰갈","2019","5","보호중","M","Y","22-1069 콩이","http://www.animal.go.kr/files/shelter/2022/10/202210221310292[1]_s.jpg","http://www.animal.go.kr/files/shelter/2022/10/202210221310292[1].jpg","20221022","20221101","20221108",26
3401,429360202200545,"20221022","서구 세화동","믹스견","흰","2018","5.4","보호중","M","N","22-1071 곰돌, 옷 착용","http://www.animal.go.kr/files/shelter/2022/10/20221022181013_s.jpg","http://www.animal.go.kr/files/shelter/2022/10/20221022181013.jpg","20221022","20221101","20221108",26
3403,427346202201146,"20221022","관계 삼거리","브리타니 스파니엘","흰검","2014","13","종료(반환)","F","U","-","http://www.animal.go.kr/files/shelter/2022/10/202210221510791[1]_s.jpg","http://www.animal.go.kr/files/shelter/2022/10/202210221510791[1].jpg","20221022","20221101","20221108",5
3405,441570202200829,"20221022","매룡동 명성로","제주개","흰","2019","17.00","보호중","F","N","온순함","http://www.animal.go.kr/files/shelter/2022/10/202210221110826_s.jpg","http://www.animal.go.kr/files/shelter/2022/10/202210221110826.jpg","20221022","20221101","20221108",10
3406,441407202201108,"20221022","중리동 부악로","진도견","흰","2021","14.50","종료(입양)","F","N","매우온순함","http://www.animal.go.kr/files/shelter/2022/10/202210221010543_s.jpg","http://www.animal.go.kr/files/shelter/2022/10/202210221010543.jpg","20221022","20221101","20221108",10
3407,441407202201107,"20221022","중리동 부악로","푸들","검","2016","8.00","보호중","M","N","매우온순함","http://www.animal.go.kr/files/shelter/2022/10/20221022101093_s.jpg","http://www.animal.go.kr/files/shelter/2022/10/20221022101093.jpg","20221022","20221101","20221108",10
3408,441407202201106,"20221022","신둔면 인후리","진도견","금","2022","5.00","보호중","M","N","매우온순함","http://www.animal.go.kr/files/shelter/2022/10/202210221010651_s.jpg","http://www.animal.go.kr/files/shelter/2022/10/202210221010651.jpg","20221022","20221101","20221108",10
3409,441407202201105,"20221022","부발읍 죽당리","믹스견","흰금","2020","17.00","보호중","F","N","겁이 다소있음, 온순","http://www.animal.go.kr/files/shelter/2022/10/202210221010625_s.jpg","http://www.animal.go.kr/files/shelter/2022/10/202210221010625.jpg","20221022","20221101","20221108",10
3410,441407202201104,"20221022","장호원읍 선읍리","믹스견","흰","2020","15.00","보호중","M","N","경계심이 다소있음","http://www.animal.go.kr/files/shelter/2022/10/202210221010418_s.jpg","http://www.animal.go.kr/files/shelter/2022/10/202210221010418.jpg","20221022","20221101","20221108",10
3411,441407202201103,"20221022","율현동 이섭대천로","믹스견","검","2019","25.00","보호중","F","N","목띠착용, 매우온순함","http://www.animal.go.kr/files/shelter/2022/10/202210221010854_s.jpg","http://www.animal.go.kr/files/shelter/2022/10/202210221010854.jpg","20221022","20221101","20221108",10
3412,441407202201102,"20221022","율현동 이섭대천로","믹스견","흰","2021","18.50","보호중","F","N","목띠착용, 온순","http://www.animal.go.kr/files/shelter/2022/10/20221022101087_s.jpg","http://www.animal.go.kr/files/shelter/2022/10/20221022101087.jpg","20221022","20221101","20221108",10
3413,441407202201101,"20221022","율현동 이섭대천로","믹스견","흰금","2018","19.50","보호중","F","N","매우온순함","http://www.animal.go.kr/files/shelter/2022/10/202210221010185_s.jpg","http://www.animal.go.kr/files/shelter/2022/10/202210221010185.jpg","20221022","20221101","20221108",10
3414,441407202201100,"20221022","율현동 이섭대천로","진도견","검","2022","5.00","보호중","F","N","사람을 좋아하며, 매우온순함","http://www.animal.go.kr/files/shelter/2022/10/202210221010951_s.jpg","http://www.animal.go.kr/files/shelter/2022/10/202210221010951.jpg","20221022","20221101","20221108",10
3415,441407202201099,"20221022","율현동 이섭대천로","풍산견","검","2022","7.00","보호중","M","N","사람을 좋아하며, 매우온순함","http://www.animal.go.kr/files/shelter/2022/10/202210221010547_s.jpg","http://www.animal.go.kr/files/shelter/2022/10/202210221010547.jpg","20221022","20221101","20221108",10
3416,441407202201098,"20221022","율현동 이섭대천로","진도견","흰","2022","6.70","보호중","M","N","사람을 좋아하며, 매우온순함","http://www.animal.go.kr/files/shelter/2022/10/202210221010823_s.jpg","http://www.animal.go.kr/files/shelter/2022/10/202210221010823.jpg","20221022","20221101","20221108",10
3417,441407202201097,"20221022","율현동 이섭대천로","진도견","흰","2022","3.50","종료(입양)","F","N","사람을 좋아하며, 매우온순함","http://www.animal.go.kr/files/shelter/2022/10/202210221010598_s.jpg","http://www.animal.go.kr/files/shelter/2022/10/202210221010598.jpg","20221022","20221101","20221108",10
3418,441407202201096,"20221022","율현동 이섭대천로","진도견","흰","2022","4.50","보호중","M","N","사람을 좋아하며, 매우온순함","http://www.animal.go.kr/files/shelter/2022/10/202210221010365[1]_s.jpg","http://www.animal.go.kr/files/shelter/2022/10/202210221010365[1].jpg","20221022","20221101","20221108",10
3419,428354202201915,"20221022","부개파출소","믹스견","검","2014","4.7","종료(반환)","F","N","순하고 사람을 잘따름","http://www.animal.go.kr/files/shelter/2022/10/202210221610399_s.jpg","http://www.animal.go.kr/files/shelter/2022/10/202210221610399.png","20221023","20221102","20221108",13
3420,428354202201906,"20221021","영우물로 90","푸들","갈","2018","4","종료(반환)","M","Y","검정가슴줄착용,조용하고 온순함","http://www.animal.go.kr/files/shelter/2022/10/202210211710187_s.jpg","http://www.animal.go.kr/files/shelter/2022/10/202210211710187.png","20221023","20221102","20221108",11
3422,442419202200930,"20221021","명륜2단지내","치와와","검","2012","3.6","보호중","M","N","가슴부분 물혹","http://www.animal.go.kr/files/shelter/2022/10/202210260810675_s.jpg","http://www.animal.go.kr/files/shelter/2022/10/202210260810675.jpg","20221026","20221107","20221108",87
3423,442419202200930,"20221021","명륜2단지내","치와와","검","2012","3.6","보호중","M","N","가슴부분 물혹","http://www.animal.go.kr/files/shelter/2022/10/202210260810675_s.jpg","http://www.animal.go.kr/files/shelter/2022/10/202210260810675.jpg","20221026","20221107","20221108",86
3424,442419202200929,"20221021","명륜2단지내","치와와","검","2010","3.3","보호중","F","N","성격이 까칠","http://www.animal.go.kr/files/shelter/2022/10/202210260810906_s.jpg","http://www.animal.go.kr/files/shelter/2022/10/202210260810906.jpg","20221026","20221107","20221108",87
3425,442419202200929,"20221021","명륜2단지내","치와와","검","2010","3.3","보호중","F","N","성격이 까칠","http://www.animal.go.kr/files/shelter/2022/10/202210260810906_s.jpg","http://www.animal.go.kr/files/shelter/2022/10/202210260810906.jpg","20221026","20221107","20221108",86
3426,442419202200928,"20221021","명륜2단지내","치와와","검","2010","3.5","보호중","F","N","배에 물혹","http://www.animal.go.kr/files/shelter/2022/10/202210260810697_s.jpg","http://www.animal.go.kr/files/shelter/2022/10/202210260810697.jpg","20221026","20221107","20221108",87
3427,442419202200928,"20221021","명륜2단지내","치와와","검","2010","3.5","보호중","F","N","배에 물혹","http://www.animal.go.kr/files/shelter/2022/10/202210260810697_s.jpg","http://www.animal.go.kr/files/shelter/2022/10/202210260810697.jpg","20221026","20221107","20221108",86
3428,442419202200927,"20221021","명륜2단지내","말티즈","흰","2012","2.8","보호중","M","N","순둥이","http://www.animal.go.kr/files/shelter/2022/10/202210260810231_s.jpg","http://www.animal.go.kr/files/shelter/2022/10/202210260810231.jpg","20221026","20221107","20221108",87
3509,442430202200220,"20221021","강원도 철원군 서면 신술2길 40 서면사무소 주변","믹스견","금","2016","4","보호중","M","U","목줄이 있고 순함","http://www.animal.go.kr/files/shelter/2022/10/202210211710105_s.jpg","http://www.animal.go.kr/files/shelter/2022/10/202210211710105.jpg","20221021","20221031","20221108",77
3513,441404202201109,"20221021","춘궁동","믹스견","갈","2021","7","보호중","M","N","순하고   사람 좋아함","http://www.animal.go.kr/files/shelter/2022/10/202210211810361_s.jpg","http://www.animal.go.kr/files/shelter/2022/10/202210211810361.jpg","20221021","20221031","20221108",46
3514,441404202201108,"20221021","하산곡동","코카 스파니엘","갈","2018","6","종료(입양)","M","N","순하고   사람 좋아함  ","http://www.animal.go.kr/files/shelter/2022/10/202210211410609_s.jpg","http://www.animal.go.kr/files/shelter/2022/10/202210211410609.jpg","20221021","20221031","20221108",46
